translated_comment,sentiment
"If you're not going to have enough money to live in a house, you'll have to make sure that you don't have enough money to have enough money. """,angry
And all the people of the land shall serve him: for all the people of the land shall serve him.,fear
Isn't this the case? Isn't this the case?,angry
So let's say I'm right.,neutral
"Death is in the midst of the world; behold, famine is in the midst of her. Death is in the midst of her. There is a famine in the land. There is a famine in the land.",angry
There's a door when I get up. There's something in my hand.,neutral
"And it shall come to pass, that, behold, it shall come to pass, that, when he hath gone forth from the face of the earth, he shall be cut off from the face of the earth.",fear
"The most famous city in the world, however, was the center of Solomon's reign.",happy
I'm still trying to learn the rules.,neutral
"At first, I didn't know what to do when I was three years old.",sad
"It does not belong to man who is walking even to direct his step. """,sad
"He shall enter into the villages of Judah, and set his feet on high, and his feet on high, and his feet on his feet.",sad
Make sure that you get the right answer,angry
"And they shall take away all the vessels thereof, and all the vessels thereof, and all the vessels thereof, and all the vessels thereof, and all the vessels thereof, and all the vessels thereof.",angry
? . . . .,neutral
"Have ye heard the words of this proverb? and the time of the end, the time of the end.",happy
- www.jw.org.,neutral
This is a banana.,neutral
"In China, for example, a number of children are raised by parents who are not one of Jehovah's Witnesses.",neutral
"Don't judge according to the rules, but judge according to the multitude of things which are written in your hearts.",neutral
For this is the fruit of the world: from whence is it to pass away?,angry
As told by Eaj Romaj Romago,happy
"In some lands, governmental authorities have set up laws and standards that are in conflict with God's will.",sad
Why do Jehovah's Witnesses stand out as different from the churches of Christendom?,angry
What was the theme of the program - What was the main purpose of the program - and what was the purpose of the program?,neutral
"For this cause a man will leave his father and mother, and will not leave his father and mother,",sad
"This is the inheritance of the children of Benjamin according to their families, an inheritance of the children of Benjamin according to their families.",angry
"By the end of the 19th century B.C.E., however, a new baby was born. A new baby is born into a new mother's womb.",happy
"It happened, when he had come into the land of Benjamin, that he took a stone, and set up a pillar in it.",sad
It's a sword in her hands.,angry
I am in a position to take care of my wife's emotional needs and care,angry
"The apostle Paul wrote: ""Do not be anxious over anything, but in everything by prayer and supplication along with thanksgiving let your petitions be made known to God; and the peace of God that excels all thought will guard your hearts and your mental powers by means of Christ Jesus. """,neutral
"I was assigned to serve as a circuit overseer, as full - time ministers of Jehovah's Witnesses were then called.",happy
"Is not this evidence that there are no books in the world? If so, how do we use them?",angry
An Earth - A Gift From the Son of God PAGE 29,happy
How sweet it is to have honey!,happy
"And if he will not do so, then his judgment shall be upon him, and his hand shall be upon him.",angry
"According to the World Health Organization, ""the world's population is about six million by the age of five and a half by 20 years of age, "" reports The Times of London.",neutral
"Unable to find a child's mother, I don't know.",neutral
"And I will not break God's name, neither will I worship any more: for I will be God's chosen One, and I will not worship any more.",angry
