translated_comment,sentiment
"തന്റെ മരണത്തിന്റെ തലേ രാത്രിയിൽ യേശു ശിഷ്യന്മാരോടു പറഞ്ഞു: ""പരിശുദ്ധാത്മാവു നിങ്ങളുടെ മേൽ വരുമ്പോൾ നിങ്ങൾ ശക്തി ലഭിച്ചിട്ടു യെരൂശലേമിലും യെഹൂദ്യയിൽ എല്ലാടത്തും ശമര്യയിലും ഭൂമിയുടെ അറ്റത്തോളവും എന്റെ സാക്ഷികൾ ആകും. """,sad
16 -ാം നൂറ്റാണ്ടിൽ മോശെയെ ജനിപ്പിച്ച ഗോത്രപിതാവായ യാക്കോബ് പിന്നീട് സത്യദൈവമായ യഹോവയുടെ ആരാധനയിൽ നേതൃത്വം വഹിച്ചു.,neutral
വളരെ നന്ദി.,happy
"ഇതാ, ബലവാന്റെ കയ്യിൽനിന്നും വീരന്മാരുടെ കയ്യിൽനിന്നും വിടുവിപ്പാൻ കഴിയുന്ന ഒരു ദൈവവും ഇല്ല.",sad
വാച്ച് ടവർ സൊസൈറ്റിയുടെ പ്രസംഗത്തിന്റെ പ്രമേയമായി സെഷനിന്റെ മുഖ്യ ഉദ്ദേശ്യം,angry
പിന്നീട് അദ്ദേഹവും ഭാര്യയും യഹോവയുടെ സാക്ഷികളോടൊത്തു ബൈബിൾ പഠിക്കാൻ തുടങ്ങി.,happy
"മുംബൈയിൽ പോയി നോക്ക്, അവിടെ ഒരു നാടകശാലയുണ്ട്. ഇതൊരു റെയിൽവേ സ്റ്റേഷൻ ആണ്. അത് ഒരു റെയിൽവേ സ്റ്റേഷൻ ആണ്. അത് റെയിൽവേ സ്റ്റേഷൻ ആണ്. അത് റെയിൽവേ സ്റ്റേഷൻ ആണ്.",happy
ഇത് ട്രെയിൻ സ്റ്റേഷൻ ആണോ?,neutral
"‘ അന്ത്യകാലം, ' ‘ അന്ത്യകാലം, ' സാത്താന്റെ ദുഷ്ടവ്യവസ്ഥിതിയുടെ ""അന്ത്യകാലം "" എന്നീ പദങ്ങൾ ഐക്യനാടുകളിൽ പ്രസിദ്ധീകരിക്കപ്പെട്ടിട്ടുണ്ട്.",angry
അടുത്തുള്ള ഗ്രാമത്തിനടുത്തുള്ള ഒരു വീട് പണിയരുത്.,happy
5 ഒരുത്തൻ വലത്തും ഒരുത്തൻ ഇടത്തുഭാഗത്തും ഉണ്ടു.,happy
"മനുഷ്യചരിത്രത്തിന്റെ ആരംഭംമുതൽത്തന്നെ, ഭൂമിയെയും മനുഷ്യവർഗത്തെയും സംബന്ധിച്ച ദൈവോദ്ദേശ്യത്തെ കുറിച്ചു പഠിക്കാൻ സ് ത്രീപുരുഷന്മാർക്ക് അവസരം ലഭിച്ചു.",happy
ധനവാൻ ദൈവരാജ്യത്തിൽ കടക്കുന്നതിനെക്കാൾ ഒട്ടകം സൂചിക്കുഴയൂടെ കടക്കുന്നതു എത്ര നല്ലതു!,neutral
അവർ അകത്തെ പ്രാകാരത്തിൽ കടക്കുമ്പോൾ അകത്തെ മഹാപുരോഹിതന്റെ അകത്തെ പ്രാകാരത്തിൽ കടക്കരുതു.,angry
ഇണയോടൊപ്പം കഴിയാൻ സമയമില്ലാതിരിക്കുന്നത് വളരെ വൈകിയാണ് .,neutral
ദൈവവചനമായ ബൈബിളിന്റെ ശക്തി എനിക്കു ശക്തി പകർന്നിരിക്കുന്നു,sad
അത് ഓരോ മാസവും അറുനൂറു പേജുള്ളതായിരുന്നു.,neutral
"ദ ടൈംസ് ഓഫ് ലണ്ടൻസിലെ ഒരു ലേഖനം ഇങ്ങനെ പ്രസ് താവിച്ചു: ""അമേരിക്കയിൽ മാത്രം മാനസികാരോഗ്യ വിദഗ് ധരുടെ എണ്ണത്തിൽ വർധനയുണ്ടായിരിക്കുമെന്നു കണക്കാക്കപ്പെടുന്നു. """,sad
നിന്റെ കണ്ണു അപൂർവ്വ കാര്യങ്ങളെ കാണും; നിന്റെ ചെവി അപൂർവ്വകാര്യങ്ങളെ ദർശിക്കും.,sad
1.. യശ്ചൈവ സർവം തദ്ബ്രഹ്മൈവ സർവം ജഗത് . തദ്ബ്രഹ്മൈവാഹം ബ്രഹ്മൈവാഹം ബ്രഹ്മൈവാഹം ബ്രഹ്മൈവാഹം ബ്രഹ്മൈവാഹം ബ്രഹ്മൈവാഹം ബ്രഹ്മൈവാഹം ബ്രഹ്മൈവാഹം ബ്രഹ്മൈവാഹം ബ്രഹ്മൈവാഹം ..,neutral
ഇതല്ലേ കേസ്?,angry
ഭൂമി നിന്റെ ധനവും നിന്റെ ബലവുംകൊണ്ടു നിറഞ്ഞിരിക്കുന്നു.,sad
"ഇത് അല്പം വ്യത്യസ്തമാണ്, പക്ഷേ അത് വളരെ കുറവാണ്. പക്ഷേ, ഗുണമാണ്.",neutral
എന്തിനാ നിന്റെ അമ്മ സ്കൂളിൽ പോയത്?,sad
"ഭർത്താക്കന്മാരേ, ക്രിസ് തുവും സഭയെ സ് നേഹിച്ചതുപോലെ നിങ്ങളുടെ ഭാര്യമാരെ സ് നേഹിപ്പിൻ. """,happy
"അവൻ പറയുന്നു: ""സകല ജാതികളിലും ഗോത്രങ്ങളിലും വംശങ്ങളിലും ഭാഷകളിലുംനിന്നു ഒരു മഹാപുരുഷാരം അവന്റെ വാക്കു കേൾക്കും; അവർ അവന്റെ വാക്കു കേൾക്കും: ""ഇവൻ എന്റെ പ്രിയപുത്രൻ; ഇവനിൽ ഞാൻ പ്രസാദിച്ചിരിക്കുന്നു. """,sad
വീട്ടിൽ ഉള്ളവരോടു പറ.വീട്ടിൽ ഇരിക്കുന്നവരോടു പറ.,fear
നമ്മുടെ കൈകൾ താഴാൻ അനുവദിച്ചാൽ അത് എത്ര അപകടകരമായിരിക്കും!,neutral
ഈ വിസ് മയകരമായ വേലയിൽ പങ്കുചേരാൻ കഴിഞ്ഞത് എത്ര സന്തോഷകരമായ ഒരു അനുഭവമായിരുന്നെന്നോ!,happy
ഈ ചോദ്യങ്ങൾക്കുള്ള ഉത്തരം നിങ്ങൾക്കു ലഭിക്കും.,happy
6.അദ്ധ്യായം ഹരിരാമകൃഷ്ണപിള്ളയുടെ ആരംഭം വരെ എറണാകുളം ജില്ലയിൽ നിയമസഭാംഗമായി നിയമിതനായി.,happy
സ് നേഹനിർഭരമായ ദയ നമ്മെ വഴിനയിക്കുന്നത് എത്ര അപകടകരമാണ് ?,angry
ദൈവരാജ്യഭരണത്തിൻ കീഴിൽ ഭൂമിയിൽ എന്നേക്കും ജീവിക്കാനാകുന്നത് എത്ര വിസ് മയകരമായിരിക്കും!,happy
സ് കൂളിൽ അഞ്ചു വിദ്യാർത്ഥികൾ സ് കൂളിൽ ഉണ്ടായിരുന്നു,sad
നിനക്ക് മനസ്സിലാവാത്തത് നിനക്ക് മനസ്സിലാവില്ല.,neutral
അഞ്ചുവയസ്സുള്ളപ്പോൾ,neutral
ദൈവരാജ്യ സുവാർത്തയുമായി ആളുകളെ സമീപിക്കാനുള്ള നമ്മുടെ ശ്രമങ്ങൾ വിസ് മയാവഹമല്ല.,angry
എനിക്ക് അവരോട് സംസാരിക്കണം എന്നേ ഉണ്ടായിരുന്നുള്ളൂ.,happy
ഇത് കറുത്തതല്ല.,happy
കൃഷ്ണാർജ്ജുനന്മാർ കൃഷ്ണാർജ്ജുനന്മാർ കൃഷ്ണാർജ്ജുനന്മാർ കൃഷ്ണാർജ്ജുനന്മാർ,neutral
1 ബെന്യാമീന്യർ യെരൂശലേമിന്റെ നേരെ പുറപ്പെട്ടു അതിനെ പിടിച്ചു വാളിന്റെ വായ്ത്തലയാൽ യുദ്ധസന്നദ്ധരെയും യോദ്ധാക്കളെയും യുദ്ധസന്നദ്ധരെയും യോദ്ധാക്കളെയും യുദ്ധസന്നദ്ധരെയും സംഹരിച്ചു.,neutral
നഗരത്തിന്റെ നടുവിൽ ഇറങ്ങുന്ന പേരിന്നു ഇന്നു തന്നേ.,angry
പട്ടണത്തിലേക്കു പോകുന്ന പുരുഷന്മാരുടെ സംഖ്യ ഏഴായിരത്തറുനൂറ്റമ്പതും മലമുകളിൽ ഇറങ്ങുന്ന നാലായിരത്തറുനൂറ്റമ്പതും ആയിരിക്കേണം.,neutral
5 ലക്ഷത്തോളം ആണ് ഈ ഗ്രാമത്തിലെ ജനസംഖ്യ.,neutral
എന്നാൽ ശരിയായതു ചെയ്യുന്നതിൽ തുടരുന്നതിൽ അവർ പരാജയപ്പെട്ടിരിക്കുന്നു.,angry
യോഹന്നാൻ 3: 16 - ൽ രേഖപ്പെടുത്തിയിരിക്കുന്ന യേശുവിന്റെ വാക്കുകളുടെ അർഥമെന്ത്?,sad
എന്നാൽ അഹങ്കാരത്തിന് യാതൊരു കുഴപ്പവും ഇല്ലെന്നല്ല ഇതിന്റെ അർഥം.,angry
മഹാനായ അലക് സാണ്ടറിന്റെ നാളുകളിൽ ലോകത്തിന്റെ സൈന്യം അഗ്നിജ്വാലയിൽ എറിയപ്പെട്ടു,angry
നിങ്ങൾ ഓർമിക്കുന്നുവോ?,neutral
അനേകം ഭാഷകൾ ലോക ത്തിൽ സംസാ രി ക്കു ന്നത് സത്യമാ ണോ?,happy
കമ്പ്യൂട്ടറിന്റെ പേരു് ലിസ്റ്റിലുണ്ട്,sad
നീ എവിടെ പോകുന്നു?,neutral
എന്റെ ജനം ഉച്ചത്തിൽ നിലവിളിക്കട്ടെ; അവർ ഉച്ചത്തിൽ ഘോഷിക്കട്ടെ.,happy
"1970 - കളിൽ ഐക്യനാടുകളിലും ഐക്യനാടുകളിലും ഉള്ള പോലീസ്, വിശപ്പും ദാഹവും നിമിത്തം ദുരിതാശ്വാസ സാധനങ്ങൾ നൽകാൻ സഹായിച്ചു",sad
